	gene	myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2	cluster	human.homolog	ciona.name
26	KY21:KY21.Chr1.1134	0.752	0.464310291105824	0.504	1.1800145379326	0.893	0.468	23	TMBIM4	
27	KY21:KY21.Chr1.1142	0.72	0.877948006217866	0.44	1.94359363107262	0.812	0.593	30	CTSC	
28	KY21:KY21.Chr1.116	0.717	0.446105203655407	0.434	1.07709073075973	0.836	0.551	12	RAB23	
29	KY21:KY21.Chr1.116	0.707	0.5219169102575	0.414	1.23012719636666	0.817	0.555	22	RAB23	
30	KY21:KY21.Chr1.1171	0.831	1.04850054124312	0.662	6.29901016706744	0.672	0.018	21	CABP4	
31	KY21:KY21.Chr1.1192	0.947	1.79088939505961	0.894	3.4597379336093	0.957	0.263	5	MYT1L	Myt1
32	KY21:KY21.Chr1.1192	0.719	0.901523603369591	0.438	1.83382324720504	0.654	0.282	13	MYT1L	Myt1
33	KY21:KY21.Chr1.1192	0.912	1.34629053419557	0.824	2.58200063835551	0.966	0.282	28	MYT1L	Myt1
34	KY21:KY21.Chr1.1192	0.831	0.986078681564583	0.662	1.95761765097052	0.87	0.289	35	MYT1L	Myt1
35	KY21:KY21.Chr1.1206	0.728	0.653606231602191	0.456	1.96605642012709	0.638	0.192	1	KLRD1	
36	KY21:KY21.Chr1.1206	0.784	0.90066635721519	0.568	2.45798309893863	0.734	0.205	7	KLRD1	
37	KY21:KY21.Chr1.1206	0.836	0.726829855167927	0.672	2.02450058158202	0.866	0.213	23	KLRD1	
38	KY21:KY21.Chr1.1208	0.778	1.70878013254811	0.556	5.62880426912242	0.593	0.079	35	OPRM1	
39	KY21:KY21.Chr1.1211	0.719	0.590676589575051	0.438	1.27416429372747	0.845	0.607	9	TSPAN7	
40	KY21:KY21.Chr1.1213	0.779	0.638318892010719	0.558	1.3054966015625	0.938	0.517	18	COL4A6	
41	KY21:KY21.Chr1.1213	0.779	0.741251272182345	0.558	1.48905444681967	0.892	0.521	21	COL4A6	
42	KY21:KY21.Chr1.1213	0.833	0.74225648315602	0.666	1.49047699778437	0.991	0.52	23	COL4A6	
43	KY21:KY21.Chr1.1213	0.748	0.576140266397952	0.496	1.18529224073867	0.873	0.525	34	COL4A6	
44	KY21:KY21.Chr1.1215	0.709	0.459289495677481	0.418	1.18103270337173	0.724	0.338	5	COL4A6	
45	KY21:KY21.Chr1.1215	0.812	1.00038881808293	0.624	2.25382288248574	0.81	0.346	21	COL4A6	
46	KY21:KY21.Chr1.1215	0.732	0.358031220502245	0.464	0.941684642681793	0.835	0.346	23	COL4A6	
47	KY21:KY21.Chr1.1215	0.731	0.638233439460772	0.462	1.54770954890096	0.731	0.348	24	COL4A6	
48	KY21:KY21.Chr1.1215	0.73	0.915040879345791	0.46	2.09094648048077	0.703	0.348	25	COL4A6	
49	KY21:KY21.Chr1.1215	0.746	0.692271157145837	0.492	1.6495491786794	0.737	0.351	34	COL4A6	
50	KY21:KY21.Chr1.1251	0.862	0.8659320958807	0.724	1.43310337893951	0.989	0.817	2	PLOD3	
51	KY21:KY21.Chr1.1251	0.844	0.892073719669554	0.688	1.46857878484616	0.995	0.821	15	PLOD3	
52	KY21:KY21.Chr1.1251	0.83	0.790131829929738	0.66	1.30680293189166	0.965	0.822	17	PLOD3	
53	KY21:KY21.Chr1.1251	0.885	0.978785995489854	0.77	1.6020059002271	0.989	0.822	20	PLOD3	
54	KY21:KY21.Chr1.1251	0.865	0.96207631409225	0.73	1.57475165675106	0.983	0.823	21	PLOD3	
55	KY21:KY21.Chr1.1251	0.736	0.451181929488754	0.472	0.761391422243749	0.972	0.824	30	PLOD3	
56	KY21:KY21.Chr1.1251	0.735	0.560045836071382	0.47	0.937573211353655	0.951	0.825	33	PLOD3	
57	KY21:KY21.Chr1.1251	0.844	0.791759119733937	0.688	1.30581488968855	1	0.824	34	PLOD3	
58	KY21:KY21.Chr1.1257	0.853	1.20163955018348	0.706	2.84712751469456	0.852	0.312	15	LAMA2	
59	KY21:KY21.Chr1.1257	0.945	1.45940218963274	0.89	3.27421456552512	0.97	0.316	21	LAMA2	
60	KY21:KY21.Chr1.126	0.762	0.694557834894356	0.524	1.3289957531474	0.842	0.348	6	TDH	
61	KY21:KY21.Chr1.126	0.704	0.395058471448235	0.408	0.785217467533535	0.779	0.351	7	TDH	
62	KY21:KY21.Chr1.126	0.751	0.689826963480937	0.502	1.31921010506423	0.812	0.351	9	TDH	
63	KY21:KY21.Chr1.126	0.712	0.987923151624556	0.424	1.83034221371154	0.702	0.357	16	TDH	
64	KY21:KY21.Chr1.126	0.788	0.860443950134887	0.576	1.61033369023367	0.86	0.354	18	TDH	
65	KY21:KY21.Chr1.126	0.886	1.09487832374001	0.772	1.99785296944102	0.982	0.356	23	TDH	
66	KY21:KY21.Chr1.126	0.803	1.0852432819024	0.606	1.98018804600739	0.823	0.36	28	TDH	
67	KY21:KY21.Chr1.126	0.706	0.945070009101896	0.412	1.74382842645303	0.682	0.364	32	TDH	
68	KY21:KY21.Chr1.126	0.715	0.886983131229488	0.43	1.64483353708508	0.676	0.365	35	TDH	
69	KY21:KY21.Chr1.1271	0.703	0.532227772922678	0.406	1.16199606103905	0.815	0.617	20	CSNK1G1	
70	KY21:KY21.Chr1.1271	0.806	0.780030487513584	0.612	1.62584373424629	0.882	0.617	28	CSNK1G1	
71	KY21:KY21.Chr1.1297	0.861	1.12980633012782	0.722	1.76928487485206	0.996	0.635	6	DPY19L1	
72	KY21:KY21.Chr1.1297	0.819	0.864314825613554	0.638	1.36303577993057	0.998	0.635	7	DPY19L1	
73	KY21:KY21.Chr1.1297	0.882	1.18606050121227	0.764	1.85380935880906	0.998	0.636	9	DPY19L1	
74	KY21:KY21.Chr1.1297	0.82	0.91256540335222	0.64	1.4362211753395	0.988	0.637	12	DPY19L1	
75	KY21:KY21.Chr1.1297	0.821	0.886727201086351	0.642	1.3960811527635	0.989	0.639	16	DPY19L1	
76	KY21:KY21.Chr1.1297	0.866	1.09983020543169	0.732	1.71980126288103	0.997	0.64	18	DPY19L1	
77	KY21:KY21.Chr1.1297	0.741	0.650528284767994	0.482	1.0317411742214	0.969	0.643	22	DPY19L1	
78	KY21:KY21.Chr1.1297	0.933	1.37235192509923	0.866	2.1282055351288	1	0.643	23	DPY19L1	
79	KY21:KY21.Chr1.1320	0.734	0.561714598690788	0.468	1.2860167850658	0.826	0.537	5	PIM3	
80	KY21:KY21.Chr1.1320	0.731	0.692710706285385	0.462	1.53597916243787	0.774	0.543	17	PIM3	
81	KY21:KY21.Chr1.1320	0.762	0.612233991227234	0.524	1.37243174285875	0.885	0.543	26	PIM3	
82	KY21:KY21.Chr1.1337	0.726	0.907267172672046	0.452	2.54543255814975	0.568	0.151	3	ZIC3	Zic-r.a
83	KY21:KY21.Chr1.1337	0.75	0.832241068546435	0.5	2.30682164802578	0.638	0.157	15	ZIC3	Zic-r.a
84	KY21:KY21.Chr1.1337	0.894	1.26715391048835	0.788	3.15128568508268	0.884	0.158	21	ZIC3	Zic-r.a
85	KY21:KY21.Chr1.1337	0.787	0.797990202243205	0.574	2.17753628229352	0.729	0.167	34	ZIC3	Zic-r.a
86	KY21:KY21.Chr1.1342	0.707	0.775162321405457	0.414	2.97769672820153	0.511	0.127	25	DUSP1	DUSP1.2.4.5
87	KY21:KY21.Chr1.1376	0.706	0.450041949520271	0.412	1.92290993945989	0.571	0.196	4	BIRC7	
88	KY21:KY21.Chr1.138	0.77	0.774016951338205	0.54	2.65984805830805	0.623	0.089	31	ASRGL1	
89	KY21:KY21.Chr1.138	0.797	1.54716179700961	0.594	4.30139526661169	0.646	0.089	33	ASRGL1	
90	KY21:KY21.Chr1.138	0.809	1.36192419194949	0.618	3.88091371375762	0.676	0.091	35	ASRGL1	
91	KY21:KY21.Chr1.1400	0.737	0.644418621089863	0.474	3.81256665949579	0.517	0.057	34	TTLL8	
92	KY21:KY21.Chr1.1410	0.702	0.617299519342708	0.404	1.4092611164995	0.753	0.59	25	SCHIP1	
93	KY21:KY21.Chr1.1414	0.705	0.412530046215254	0.41	1.33723052734264	0.696	0.325	7	SGPP2	
94	KY21:KY21.Chr1.1414	0.704	0.459713792881417	0.408	1.45981058949874	0.679	0.326	9	SGPP2	
95	KY21:KY21.Chr1.1414	0.815	0.515798236033361	0.63	1.58153289425274	0.915	0.329	23	SGPP2	
96	KY21:KY21.Chr1.1418	0.723	0.322742782904808	0.446	2.26476165237461	0.554	0.104	23	TMPRSS9	
97	KY21:KY21.Chr1.1444	0.731	0.574442074931547	0.462	2.95138903237734	0.542	0.093	15	SLC6A8	
98	KY21:KY21.Chr1.145	0.747	1.59500626950233	0.494	4.21665236770932	0.556	0.095	3	SSPOP	
99	KY21:KY21.Chr1.145	0.731	1.21361336398406	0.462	3.11679756313318	0.542	0.105	15	SSPOP	
100	KY21:KY21.Chr1.145	0.825	1.12264997505659	0.65	2.85115321754277	0.734	0.108	28	SSPOP	
101	KY21:KY21.Chr1.1451	0.858	1.19599004628992	0.716	2.87509172298192	0.858	0.407	26	B3GALNT1	
102	KY21:KY21.Chr1.1458	0.724	0.535121219483646	0.448	1.79091372790431	0.686	0.285	1	NAT1	
103	KY21:KY21.Chr1.1458	0.754	0.532713012388317	0.508	1.7262227349899	0.747	0.297	7	NAT1	
104	KY21:KY21.Chr1.1458	0.77	0.493708506332706	0.54	1.59948945481612	0.799	0.306	23	NAT1	
105	KY21:KY21.Chr1.1459	0.724	0.67758525007396	0.448	3.35938056513623	0.514	0.08	26	PDE11A / PDE6A	
106	KY21:KY21.Chr1.1460	0.855	1.34008464115649	0.71	2.48999546896997	0.917	0.607	16	SLC66A1	
107	KY21:KY21.Chr1.1460	0.783	1.10693505044118	0.566	2.07794637694762	0.89	0.611	25	SLC66A1	
108	KY21:KY21.Chr1.1460	0.727	0.662069609039634	0.454	1.30821584072729	0.856	0.613	30	SLC66A1	
109	KY21:KY21.Chr1.1462	0.728	0.511436262661063	0.456	0.823139690000718	0.94	0.919	4	FUCA1	
110	KY21:KY21.Chr1.1462	0.736	0.689187659521347	0.472	1.09994521703508	0.911	0.92	11	FUCA1	
111	KY21:KY21.Chr1.1462	0.768	0.69246469930778	0.536	1.10383068415006	0.975	0.918	19	FUCA1	
112	KY21:KY21.Chr1.1484	0.761	0.507232153544679	0.522	0.771682129734706	0.998	0.988	6	SSR3	
113	KY21:KY21.Chr1.1484	0.792	0.564291676665588	0.584	0.857354676381692	1	0.988	9	SSR3	
114	KY21:KY21.Chr1.1484	0.768	0.558579808413252	0.536	0.848600266126018	0.992	0.988	16	SSR3	
115	KY21:KY21.Chr1.1484	0.834	0.66669738911329	0.668	1.01043348876544	1	0.988	18	SSR3	
116	KY21:KY21.Chr1.1484	0.922	0.815353825982966	0.844	1.23175297908123	1	0.988	23	SSR3	
117	KY21:KY21.Chr1.1484	0.754	0.379884616818954	0.508	0.579445569501904	1	0.988	26	SSR3	
118	KY21:KY21.Chr1.1501	0.735	1.17055007745169	0.47	5.11002731426534	0.503	0.048	30	KDM8	
119	KY21:KY21.Chr1.1508	0.715	0.33775658684003	0.43	0.51409405814372	0.997	0.995	16	SSR4	
120	KY21:KY21.Chr1.1508	0.739	0.329623178321954	0.478	0.501797436291407	1	0.995	18	SSR4	
121	KY21:KY21.Chr1.1508	0.833	0.394380576776891	0.666	0.599387594645902	1	0.995	23	SSR4	
122	KY21:KY21.Chr1.1518	0.703	0.461524700592661	0.406	0.874840290531584	0.861	0.745	11	UTP23	
123	KY21:KY21.Chr1.1521	0.81	0.76237493359477	0.62	1.75040984798732	0.862	0.519	26	ABR	
124	KY21:KY21.Chr1.1525	0.753	0.42616738961995	0.506	1.33659959337219	0.844	0.392	23	MRPS6	
125	KY21:KY21.Chr1.1526	0.704	0.325899138186311	0.408	0.809750472660121	0.902	0.593	23	TBL2	
126	KY21:KY21.Chr1.1534	0.863	1.26618750439048	0.726	1.89779746631889	0.994	0.7	6	GFUS	
127	KY21:KY21.Chr1.1534	0.844	1.0286048111753	0.688	1.54569541774232	0.998	0.7	7	GFUS	
128	KY21:KY21.Chr1.1534	0.875	1.30564175606799	0.75	1.95552517386192	0.998	0.701	9	GFUS	
129	KY21:KY21.Chr1.1534	0.814	1.03096286249234	0.628	1.5487169725642	0.986	0.702	12	GFUS	
130	KY21:KY21.Chr1.1534	0.762	0.507107991454692	0.524	0.768348951377602	0.989	0.703	16	GFUS	
131	KY21:KY21.Chr1.1534	0.85	1.0286489996748	0.7	1.54447547435293	1	0.704	18	GFUS	
132	KY21:KY21.Chr1.1534	0.943	1.59094617771858	0.886	2.37159694265446	1	0.706	23	GFUS	
133	KY21:KY21.Chr1.1534	0.787	0.706830530169294	0.574	1.06632977476275	0.991	0.707	26	GFUS	
134	KY21:KY21.Chr1.1536	0.718	0.320262704099512	0.436	1.91599938354207	0.58	0.153	23	TNFAIP6	
135	KY21:KY21.Chr1.1542	0.796	0.849944239497947	0.592	1.77893734354343	0.849	0.588	17	ARMC1	
136	KY21:KY21.Chr1.155	0.941	1.93738331068476	0.882	3.19495232645112	0.996	0.623	1	POGLUT2	
137	KY21:KY21.Chr1.155	0.847	0.848813799120217	0.694	1.41485672573091	0.987	0.637	7	POGLUT2	
138	KY21:KY21.Chr1.155	0.786	1.18725083764205	0.572	1.94912059688354	0.913	0.641	8	POGLUT2	
139	KY21:KY21.Chr1.1553	0.725	0.359633116757927	0.45	0.540069076311869	0.998	0.998	6	PKP4 / OR1C1	
140	KY21:KY21.Chr1.1553	0.74	0.452010720912915	0.48	0.677636146735286	1	0.998	16	PKP4 / OR1C1	
141	KY21:KY21.Chr1.1553	0.711	0.342565020779211	0.422	0.514524425623435	1	0.998	18	PKP4 / OR1C1	
142	KY21:KY21.Chr1.1553	0.845	0.495935556108515	0.69	0.742805936281129	1	0.998	23	PKP4 / OR1C1	
143	KY21:KY21.Chr1.1573	0.776	0.598307346145282	0.552	0.881517096553185	1	0.997	6	KRTCAP2	
144	KY21:KY21.Chr1.1573	0.732	0.472170812715538	0.464	0.696410836883405	1	0.997	7	KRTCAP2	
145	KY21:KY21.Chr1.1573	0.842	0.767198305202527	0.684	1.12882521589333	1	0.997	9	KRTCAP2	
146	KY21:KY21.Chr1.1573	0.774	0.664113872020071	0.548	0.977858490937314	1	0.997	12	KRTCAP2	
147	KY21:KY21.Chr1.1573	0.814	0.701503968360832	0.628	1.03254704447281	1	0.997	16	KRTCAP2	
148	KY21:KY21.Chr1.1573	0.835	0.71458998075176	0.67	1.05161871175187	1	0.997	18	KRTCAP2	
149	KY21:KY21.Chr1.1573	0.903	0.857706215596874	0.806	1.26065990669469	1	0.997	23	KRTCAP2	
150	KY21:KY21.Chr1.1592	0.851	1.37983395263361	0.702	3.51264577315234	0.788	0.154	5	LRRN2	
151	KY21:KY21.Chr1.1592	0.709	0.767646508629487	0.418	2.12944336916151	0.56	0.168	10	LRRN2	
152	KY21:KY21.Chr1.1592	0.747	0.926087308088599	0.494	2.40239910455941	0.63	0.176	31	LRRN2	
153	KY21:KY21.Chr1.1593	0.761	0.443502530512973	0.522	1.4101866328137	0.817	0.359	23	PDK2	
154	KY21:KY21.Chr1.1594	0.746	0.773641018067814	0.492	1.67205803206986	0.73	0.249	6	ANKHD1	
155	KY21:KY21.Chr1.1594	0.715	0.624893755517564	0.43	1.38276314958069	0.683	0.252	7	ANKHD1	
156	KY21:KY21.Chr1.1594	0.8	1.08920854229292	0.6	2.25503469602491	0.785	0.249	9	ANKHD1	
157	KY21:KY21.Chr1.1594	0.705	0.750355675255183	0.41	1.61906200820431	0.638	0.257	16	ANKHD1	
158	KY21:KY21.Chr1.1594	0.815	1.10388297529108	0.63	2.26179037423583	0.817	0.254	18	ANKHD1	
159	KY21:KY21.Chr1.1594	0.9	1.20687292308666	0.8	2.42612969084976	0.964	0.256	23	ANKHD1	
160	KY21:KY21.Chr1.1594	0.743	0.469531413970838	0.486	1.06466394686238	0.775	0.26	26	ANKHD1	
161	KY21:KY21.Chr1.1595	0.719	0.52093835190941	0.438	0.95180223389542	0.879	0.529	1	KLHL20	
162	KY21:KY21.Chr1.1595	0.79	0.841830793288542	0.58	1.48875235741981	0.936	0.539	6	KLHL20	
163	KY21:KY21.Chr1.1595	0.762	0.741089539448074	0.524	1.31998846789331	0.91	0.541	7	KLHL20	
164	KY21:KY21.Chr1.1595	0.819	0.948540873885694	0.638	1.66345234459742	0.933	0.54	9	KLHL20	
165	KY21:KY21.Chr1.1595	0.728	0.623180010266378	0.456	1.12005951314911	0.874	0.544	12	KLHL20	
166	KY21:KY21.Chr1.1595	0.76	0.82078743522237	0.52	1.44995826778167	0.882	0.545	16	KLHL20	
167	KY21:KY21.Chr1.1595	0.817	0.938622786793944	0.634	1.64174898848491	0.947	0.544	18	KLHL20	
168	KY21:KY21.Chr1.1595	0.907	1.19354961409184	0.814	2.04717322787649	0.991	0.547	23	KLHL20	
169	KY21:KY21.Chr1.1595	0.727	0.487118130244527	0.454	0.885329599947717	0.899	0.549	26	KLHL20	
170	KY21:KY21.Chr1.1596	0.734	0.619016144084453	0.468	1.11293633442594	0.888	0.746	8	ANKMY2	
171	KY21:KY21.Chr1.1596	0.766	0.851563058741958	0.532	1.4947265077282	0.917	0.748	27	ANKMY2	
172	KY21:KY21.Chr1.1596	0.932	2.29280675862137	0.864	3.76457498035753	0.975	0.748	28	ANKMY2	
173	KY21:KY21.Chr1.1596	0.888	0.957596542373024	0.776	1.66465303607199	0.981	0.749	31	ANKMY2	
174	KY21:KY21.Chr1.1596	0.947	1.65402184975381	0.894	2.75441952340756	0.991	0.749	35	ANKMY2	
175	KY21:KY21.Chr1.1597	0.759	0.409597198867386	0.518	1.26644124479662	0.866	0.41	23	UST	
176	KY21:KY21.Chr1.160	0.766	0.453074982617904	0.532	2.10695346718307	0.679	0.154	23	TMEM196	
177	KY21:KY21.Chr1.160	0.766	0.855863925748312	0.532	3.22177494058638	0.628	0.156	26	TMEM196	
178	KY21:KY21.Chr1.1608	0.781	0.794485573616288	0.562	1.56312180616375	0.901	0.692	28	IMPDH2	
179	KY21:KY21.Chr1.162	0.771	0.742132679029887	0.542	2.52387670261681	0.652	0.121	9	BARHL1	Nkxtun3
180	KY21:KY21.Chr1.162	0.703	0.583424657595093	0.406	2.09770504501397	0.531	0.127	12	BARHL1	Nkxtun3
181	KY21:KY21.Chr1.162	0.777	0.954085389952635	0.554	3.01589108517525	0.649	0.124	16	BARHL1	Nkxtun3
182	KY21:KY21.Chr1.162	0.861	0.978378037336941	0.722	3.04474730968473	0.823	0.122	18	BARHL1	Nkxtun3
183	KY21:KY21.Chr1.162	0.777	0.540737096952849	0.554	1.94670936286442	0.705	0.13	23	BARHL1	Nkxtun3
184	KY21:KY21.Chr1.1622	0.702	0.489835304693359	0.404	1.907913648566	0.608	0.246	19	MAGEL2	
185	KY21:KY21.Chr1.1641	0.811	0.906556174437087	0.622	1.42514840659934	0.983	0.959	21	MYL1	Myl.i
186	KY21:KY21.Chr1.1641	0.732	0.628754216703331	0.464	0.998659358740995	0.991	0.959	25	MYL1	Myl.i
187	KY21:KY21.Chr1.1679	0.801	0.957316847197605	0.602	1.80510027486533	0.887	0.749	28	NCOA4	
188	KY21:KY21.Chr1.1682	0.72	0.431660531031592	0.44	0.907413967979054	0.936	0.693	6	CREB1	Creb1/Crem/Atf1 
189	KY21:KY21.Chr1.1682	0.776	0.462293278996899	0.552	0.962276965090154	0.982	0.697	23	CREB1	Creb1/Crem/Atf1 
190	KY21:KY21.Chr1.170	0.759	1.12207142974875	0.518	1.89288992415504	0.705	0.195	6	ZMYND10	
191	KY21:KY21.Chr1.170	0.856	1.80767309436696	0.712	2.97909129091163	0.85	0.191	9	ZMYND10	
192	KY21:KY21.Chr1.170	0.742	1.33843380430145	0.484	2.22933730272136	0.665	0.201	16	ZMYND10	
193	KY21:KY21.Chr1.170	0.844	1.69434784385316	0.688	2.78249116824065	0.829	0.199	18	ZMYND10	
194	KY21:KY21.Chr1.170	0.9	1.33751427745201	0.8	2.21671468431128	0.964	0.201	23	ZMYND10	
195	KY21:KY21.Chr1.170	0.759	0.647834751122661	0.518	1.11926736294335	0.739	0.206	26	ZMYND10	
196	KY21:KY21.Chr1.1702	0.776	0.815220439328873	0.552	2.6163180254591	0.7	0.273	28	PPP2R3B / PPP2R3A	
197	KY21:KY21.Chr1.1704	0.756	0.414163465437542	0.512	1.68746054549256	0.737	0.209	23	THOP1	
198	KY21:KY21.Chr1.1705	0.82	0.606796489585764	0.64	2.16677780092626	0.79	0.145	23	PLG	
199	KY21:KY21.Chr1.1714	0.775	0.796899902807694	0.55	1.53185780860199	0.887	0.449	1	MAP1A	
200	KY21:KY21.Chr1.1714	0.771	0.672576123840325	0.542	1.29335302698279	0.924	0.463	6	MAP1A	
201	KY21:KY21.Chr1.1714	0.751	0.63471663333791	0.502	1.22527302922026	0.882	0.466	7	MAP1A	
202	KY21:KY21.Chr1.1714	0.806	0.83997588875046	0.612	1.58523667327634	0.93	0.465	9	MAP1A	
203	KY21:KY21.Chr1.1714	0.738	0.582320508171068	0.476	1.13003466530145	0.894	0.467	12	MAP1A	
204	KY21:KY21.Chr1.1714	0.767	0.770416665662248	0.534	1.46108023354031	0.874	0.47	16	MAP1A	
205	KY21:KY21.Chr1.1714	0.797	0.853408004033725	0.594	1.60200119633591	0.913	0.47	18	MAP1A	
206	KY21:KY21.Chr1.1714	0.891	1.04326473551321	0.782	1.91634646315348	0.991	0.472	23	MAP1A	
207	KY21:KY21.Chr1.1714	0.714	0.398563927301721	0.428	0.792009999707116	0.862	0.475	26	MAP1A	
208	KY21:KY21.Chr1.1717	0.703	0.388211612284245	0.406	1.04151685434961	0.763	0.456	4	HAT1	
209	KY21:KY21.Chr1.1717	0.702	0.396318146221709	0.404	1.05156857607174	0.755	0.464	19	HAT1	
210	KY21:KY21.Chr1.1721	0.728	0.792932796734447	0.456	2.86441052016556	0.545	0.105	3	PRAMEF5	
211	KY21:KY21.Chr1.1731	0.8	0.704319962701753	0.6	1.23772283879894	0.982	0.591	6	LIM2	
212	KY21:KY21.Chr1.1731	0.793	0.65720406263577	0.586	1.15871393469749	0.981	0.591	7	LIM2	
213	KY21:KY21.Chr1.1731	0.877	1.06446895861902	0.754	1.82618333626181	0.993	0.592	9	LIM2	
214	KY21:KY21.Chr1.1731	0.822	0.902398099220824	0.644	1.56178932260395	0.971	0.594	12	LIM2	
215	KY21:KY21.Chr1.1731	0.76	0.710313018069423	0.52	1.24519862876279	0.909	0.597	16	LIM2	
216	KY21:KY21.Chr1.1731	0.816	0.758859660149077	0.632	1.32414002993099	0.984	0.596	18	LIM2	
217	KY21:KY21.Chr1.1731	0.719	0.627701482489249	0.438	1.10556377048738	0.913	0.601	22	LIM2	
218	KY21:KY21.Chr1.1731	0.888	0.980016515550672	0.776	1.67995279184298	1	0.599	23	LIM2	
219	KY21:KY21.Chr1.1742	0.734	0.524152687455881	0.468	1.35177230244063	0.792	0.48	5	BAZ2B	
220	KY21:KY21.Chr1.1743	0.714	0.506958249063356	0.428	1.65017313318639	0.656	0.273	26	CLCA2	
221	KY21:KY21.Chr1.1764	0.736	0.506218848614429	0.472	1.00649424820846	0.947	0.717	6	YRDC	
222	KY21:KY21.Chr1.1764	0.742	0.431433309637317	0.484	0.864169965386554	0.964	0.722	23	YRDC	
223	KY21:KY21.Chr1.1766	0.773	1.0679132375834	0.546	4.94883178985966	0.586	0.062	30	EBI3	
224	KY21:KY21.Chr1.1774	0.881	1.33073481484064	0.762	2.80947115383503	0.912	0.461	32	VCAN	
225	KY21:KY21.Chr1.1778	0.755	0.415692437887026	0.51	2.63810634211126	0.607	0.092	23	OR2A1	
226	KY21:KY21.Chr1.1779	0.706	0.421346751377031	0.412	1.54185534568829	0.643	0.267	12	GRHL1	
227	KY21:KY21.Chr1.1779	0.755	0.587051985618495	0.51	1.96133218533362	0.734	0.272	22	GRHL1	
228	KY21:KY21.Chr1.1779	0.702	0.299942169771172	0.404	1.16726998471871	0.688	0.273	23	GRHL1	
229	KY21:KY21.Chr1.1798	0.796	1.06636889783235	0.592	2.22538176360941	0.82	0.501	17	CASZ1	Ci-ZF241 / Ci-ZF306
230	KY21:KY21.Chr1.1798	0.734	0.831285811115953	0.468	1.78102864835513	0.78	0.505	27	CASZ1	Ci-ZF241 / Ci-ZF306
231	KY21:KY21.Chr1.1798	0.783	1.09955642710839	0.566	2.258623969244	0.845	0.505	30	CASZ1	Ci-ZF241 / Ci-ZF306
232	KY21:KY21.Chr1.1798	0.765	0.660350623345544	0.53	1.45488213491723	0.831	0.507	34	CASZ1	Ci-ZF241 / Ci-ZF306
